fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.3641882140405486,-0.607958941769538,1.544633333348316,2.6958954912803206,-0.645855517035552,-1.2256538670758719,-1.238405166123357,0.22226161674472544,-1.935262674775568,-0.06078264317270719,-0.7813789780987257,0
-0.11234651575453924,-2.057779467555885,0.513090855457246,-2.9899368809101228,-2.0939602533749593,2.2765178948577938,2.463709518869628,0.007157731470475641,0.016482697666345157,-1.6608800404363495,2.267001299260357,0
-0.6492682356800258,0.509611046857438,-1.292108480852127,-0.7156039320339456,1.147036061289428,-0.5689966617133095,-0.4531081117309057,-1.0562312612688725,1.0883196121948413,-0.9029391680483082,1.3819876703496567,0
0.15611434420820433,-0.9100048846416936,0.822553598824567,0.19412924751652524,-1.1285570958153548,-0.35011092659245546,-0.9018492856694493,-0.7518281950751233,-0.9993919669037752,1.4550991016033754,0.7919785844091877,1
-0.3136921607265966,0.7210432068679472,-0.31214312685561035,-0.0333040473710917,-0.1631539382557502,1.8387464246160856,0.12531149714036796,-0.690947581836387,-0.27949142238701036,-1.5766643879487894,-0.48637443512849116,0
1.1628425690684918,-1.030823261790556,0.7193993510354599,0.19412924751652524,0.2505902721269379,-0.45955379415288256,0.6687448231154534,0.8919483623708926,-0.7114317490970692,-1.1555861255109887,-0.87971382575547,0
-0.04523130076385364,2.110454544079863,-1.3952627286412342,-0.0333040473710917,0.3195476405240526,-0.5689966617133095,-0.4531081117309057,-0.10649369474447774,-0.4234715312903633,-1.1555861255109887,-0.5847092827852354,0
-0.7834986656613976,0.7210432068679472,-1.292108480852127,-0.26073734225870965,-0.8527276222268961,-0.6784395292737366,-0.7522688943566015,0.1613810035059891,1.1603096666465194,0.2760799667775336,-0.9780486734122142,0
0.02188391422683195,-0.7891865074928313,1.132016342191888,0.19412924751652524,1.353908166480772,0.07397162963293921,0.12531149714036796,0.7093065226546836,0.5123991765814294,2.970980846379457,-0.5847092827852354,0
0.02188391422683195,-1.4536875818115735,0.6678222271409067,0.4215625424041432,-1.887088148183616,-1.2256538670758719,-1.238405166123357,-1.9329120919067702,0.15244890432304856,0.5287269242402133,2.365336146917103,1
